english,coptic,dialect,source,quality
"and ten menservants, and ten hundred maidservants wearing golden bracelets, and four hundred horses, and ten hundred mules, and ten hundred camels, and ten hundred farms which were under tillage,",ⲙⲛⲙⲏⲧ ⲛϩⲙϩⲁⲗ ⲛϩⲟⲟⲩⲧ · ⲙⲛⲙⲏⲧ ⲛϣⲉ ⲛϩⲙϩⲁⲗ ⲛⲥϩⲓⲙⲉ · ⲉⲩϫⲓ ⲙⲁⲛⲓⲁⲕⲏⲥ ⲛⲛⲟⲩⲃ · ⲙⲛϥⲧⲟⲟⲩ ⲛϣⲉ ⲛϩⲧⲟ · ⲁⲩⲱ ⲙⲏⲧ ⲛϣⲉ ⲙⲙⲁⲥⲡⲟⲣⲕ · ⲙⲛⲙⲏⲧ ⲛϣⲉ ⲛϭⲁⲙⲟⲩⲗ · ⲙⲛⲙⲏⲧ ⲛϣⲉ ⲛⲥⲧⲉⲓⲱϩⲉ ⲛϭⲱⲙ ·,sahidic,UD_Coptic-Scriptorium/dev.conllu#martyrdom_victor-martyrdom_victor_01_s0077 (CC BY 4.0),gold
"and ten hundred ships which sailed the sea, and ten houses (palaces ?) to [each] one of which were attached ten farms under tillage,",ⲙⲛⲙⲏⲧ ⲛϣⲉ ⲛϭⲓⲛⲟⲩⲃⲁⲗ ⲉⲩⲡⲗⲉⲁ ϩⲛⲧⲑⲁⲗⲁⲥⲥⲁ · ⲙⲛⲙⲏⲧ ⲛⲏⲓ ⲉⲣⲉⲙⲏⲧ ⲛⲥⲧⲉⲓⲱϩⲉ ⲉⲛⲟⲩⲁ ⲛϩⲏⲧⲟⲩ ·,sahidic,UD_Coptic-Scriptorium/dev.conllu#martyrdom_victor-martyrdom_victor_01_s0078 (CC BY 4.0),gold
"besides the things which his father was to give to him, and a very large number of men who were to do the work on [his] land.",ⲭⲱⲣⲓⲥⲛⲉⲧⲉⲣⲉⲡⲉϥⲉⲓⲱⲧ ⲛⲁⲧⲁⲁⲩ ⲛⲁϥ · ϩⲉⲛⲛⲟϭ ⲛϩⲩⲡⲉⲣⲉⲥⲓⲁ ⲛⲉⲩϣⲟⲟⲡ ⲛⲁϥ ϩⲓϫⲙⲡⲕⲁϩ ·,sahidic,UD_Coptic-Scriptorium/dev.conllu#martyrdom_victor-martyrdom_victor_01_s0079 (CC BY 4.0),gold
"And the blessed Apa Victor would not be persuaded by his father and Basileides, and he said unto them,",ⲡⲙⲁⲕⲁⲣⲓⲟⲥ ⲇⲉ ⲁⲡⲁ ⲃⲓⲕⲧⲱⲣ · ⲙⲡⲉϥⲡⲉⲓⲑⲉ ⲛⲁⲩ · ⲉϥϫⲱ ⲙⲙⲟⲥ,sahidic,UD_Coptic-Scriptorium/dev.conllu#martyrdom_victor-martyrdom_victor_01_s0080 (CC BY 4.0),gold
' All these things shall perish ' ;,ϫⲉⲛⲁⲓ ⲧⲏⲣⲟⲩ ⲥⲉⲛⲁⲧⲁⲕⲟ : —,sahidic,UD_Coptic-Scriptorium/dev.conllu#martyrdom_victor-martyrdom_victor_01_s0081 (CC BY 4.0),gold
and he kept himself for the kingdom that is in the heavens.,ⲉϥϩⲁⲣⲉϩ ⲛⲁϥ ⲉⲧⲙⲛⲧⲣⲣⲟ ⲛⲙⲡⲏⲩⲉ ·,sahidic,UD_Coptic-Scriptorium/dev.conllu#martyrdom_victor-martyrdom_victor_01_s0082 (CC BY 4.0),gold
"And the Lord Jesus was wont to appear to him, face to face, and He loved him because of his purity.",ⲛⲉϣⲁⲣⲉⲡϫⲟⲉⲓⲥ ⲓⲏⲥⲟⲩⲥ ⲟⲩⲱⲛϩ ⲉⲣⲟϥ ⲛϩⲟ ϩⲓϩⲟ · ⲉϥⲙⲉ ⲙⲙⲟϥ ⲉⲧⲃⲉⲡⲉϥⲧⲃⲃⲟ ·,sahidic,UD_Coptic-Scriptorium/dev.conllu#martyrdom_victor-martyrdom_victor_01_s0083 (CC BY 4.0),gold
"And the noble Victor made for himself a small chamber in his house, I and there he would retire to be free from the company of his parents.",ⲡⲅⲉⲛⲛⲁⲓⲟⲥ ⲇⲉ ⲁⲡⲁ ⲃⲓⲕⲧⲱⲣ · ⲁϥⲕⲱ ⲛⲁϥ ⲛⲟⲩⲉⲝⲉⲇⲣⲁ ⲛϩⲟⲩⲛ ⲙⲡⲉϥⲏⲓ : — ⲉϥⲁⲛⲁⲭⲱⲣⲉⲓ ⲛϩⲏⲧⲥ ⲁϫⲛⲛⲉϥⲉⲓⲟⲧⲉ ·,sahidic,UD_Coptic-Scriptorium/dev.conllu#martyrdom_victor-martyrdom_victor_01_s0084 (CC BY 4.0),gold
He had not slept upon a couch since he was fifteen years of age.,ⲙⲡϥⲛⲕⲟⲧⲕ ⲅⲁⲣ ⲉϭⲗⲟϭ ϫⲓⲛⲉϥϩⲛⲙⲛⲧⲏ ⲛⲣⲟⲙⲡⲉ ·,sahidic,UD_Coptic-Scriptorium/dev.conllu#martyrdom_victor-martyrdom_victor_01_s0085 (CC BY 4.0),gold
"He prayed by day and by night, and he fasted from one sabbath to another.",ⲁⲗⲗⲁ ⲛⲉϥϣⲗⲏⲗ ⲙⲡⲉϩⲟⲟⲩ ⲙⲛⲧⲉⲩϣⲏ · ⲁⲩⲱ ⲛⲉϥⲛⲏⲥⲧⲉⲩⲉ ϫⲓⲛⲡⲥⲁⲃⲃⲁⲧⲟⲛ ϣⲁⲡⲥⲁⲃⲃⲁⲧⲟⲛ ·,sahidic,UD_Coptic-Scriptorium/dev.conllu#martyrdom_victor-martyrdom_victor_01_s0086 (CC BY 4.0),gold
He attended the assemblies for the Holy Communion.,ⲉϥⲉⲓⲣⲉ ⲛⲛⲉϥⲥⲩⲛⲁⲝⲓⲥ ·,sahidic,UD_Coptic-Scriptorium/dev.conllu#martyrdom_victor-martyrdom_victor_01_s0087 (CC BY 4.0),gold
"He prayed three hundred and sixty-five prayers during the day, and seven hundred and thirty prayers during the night.",ϣⲁϥⲣϣⲙⲛⲧϣⲉⲥⲉⲧⲏ ⲛⲥⲟⲡ ⲛϣⲗⲏⲗ ⲙⲡⲉϩⲟⲟⲩ · ⲁⲩⲱ ⲥⲁϣϥ ⲛϣⲉ ⲙⲁⲁⲃ ⲛⲧⲉⲩϣⲏ ·,sahidic,UD_Coptic-Scriptorium/dev.conllu#martyrdom_victor-martyrdom_victor_01_s0088 (CC BY 4.0),gold
(section of a text other than Abraham Our Father continues here) ... lie.,ϭⲟⲗ ·,sahidic,UD_Coptic-Scriptorium/test.conllu#shenoute_abraham-XL93-94_s0001 (CC BY 4.0),gold
Those who have inherited the kingdom of God forever.,ⲛⲉⲛⲧⲁⲩⲕⲗⲏⲣⲟⲛⲟⲙⲉⲓ ⲉⲛⲉϩ ⲛⲧⲙⲛⲧⲣⲣⲟ ⲙⲡⲛⲟⲩⲧⲉ ·,sahidic,UD_Coptic-Scriptorium/test.conllu#shenoute_abraham-XL93-94_s0002 (CC BY 4.0),gold
"But especially that 'the weak unclean ones', and the ones who sleep with males and anyone who defiles themselves in any form, whether male or female, down in every community which exists according to our life.",ⲙⲁⲗⲓⲥⲧⲁ ⲇⲉ ϫⲉϩⲉⲛⲁⲕⲁⲑⲁⲣⲧⲟⲥ ⲙⲙⲁⲗⲁⲕⲟⲥ · ⲙⲛⲛⲣⲉϥⲛⲕⲟⲧⲕ ⲙⲛⲛϩⲟⲟⲩⲧ · ⲙⲛⲟⲩⲟⲛ ⲛⲓⲙ ⲉⲧⲛⲁϫⲁϩⲙⲟⲩ ⲕⲁⲧⲁⲗⲁⲁⲩ ⲛⲥⲙⲟⲧ · ⲉⲓⲧⲉ ϩⲟⲟⲩⲧ · ⲉⲓⲧⲉ ⲥϩⲓⲙⲉ ϩⲣⲁⲓ ϩⲛⲉⲩⲥⲩⲛⲁⲅⲱⲅⲏ ⲛⲓⲙ ⲉⲧϣⲟⲟⲡ ⲕⲁⲧⲁⲡⲉⲛⲃⲓⲟⲥ,sahidic,UD_Coptic-Scriptorium/test.conllu#shenoute_abraham-XL93-94_s0003 (CC BY 4.0),gold
This and anyone who makes a ruse of any mother(?) in the presence of God in secret or in the open.,ⲡⲁⲓ · ⲙⲛⲟⲩⲟⲛ ⲛⲓⲙ ⲉⲧⲉⲓⲣⲉ ⲛϩⲉⲛⲕⲣⲟϥ · ⲙⲙⲁⲁⲩ ⲛⲓⲙ ⲙⲡⲉⲙⲧⲟ ⲉⲃⲟⲗ ⲙⲡⲛⲟⲩⲧⲉ ϩⲛⲟⲩϩⲱⲡ · ⲏ ϩⲛⲟⲩⲟⲩⲱⲛϩ ⲉⲃⲟⲗ :,sahidic,UD_Coptic-Scriptorium/test.conllu#shenoute_abraham-XL93-94_s0004 (CC BY 4.0),gold
If you do not see yourselves then what you become is Satan's burning furnace of fire.,ⲉϣⲱⲡⲉ ⲉⲧⲉⲧⲛϣⲁⲛⲧⲙⲛⲁⲩ ⲉⲣⲱⲧⲛ ⲙⲙⲓⲛⲙⲙⲱⲧⲛ ⲉⲧⲉⲧⲛⲟ ⲛⲧϩⲉ ⲙⲡⲥⲁⲧⲁⲛⲁⲥ ϩⲣⲁⲓ ϩⲛⲧⲉϩⲣⲱ ⲛⲕⲱϩⲧ ⲉⲧⲙⲟⲩϩ ·,sahidic,UD_Coptic-Scriptorium/test.conllu#shenoute_abraham-XL93-94_s0005 (CC BY 4.0),gold
You are punished together down in hell.,ⲉⲩⲕⲟⲗⲁⲍⲉ ⲙⲙⲱⲧⲛ ϩⲓⲟⲩⲥⲟⲡ ϩⲣⲁⲓ ϩⲛⲁⲙⲛⲧⲉ ·,sahidic,UD_Coptic-Scriptorium/test.conllu#shenoute_abraham-XL93-94_s0006 (CC BY 4.0),gold
Then all of your deeds and all of your plans are real.,ⲉⲓⲉ ⲛⲉⲧⲛϩⲃⲏⲩⲉ ⲧⲏⲣ ⲟⲩ ⲁⲩⲱ ⲛⲉⲧⲛϣⲟϫⲛⲉ ⲧⲏⲣⲟⲩ ϩⲉⲛⲙⲉ ⲛⲉ ·,sahidic,UD_Coptic-Scriptorium/test.conllu#shenoute_abraham-XL93-94_s0007 (CC BY 4.0),gold
The words of the one who says these thing are lies.,ⲛϣⲁϫⲉ ⲙⲡⲁⲓ ⲉⲧϫⲱ ⲛⲛⲁⲓ ϩⲉⲛϭⲟⲗ ⲛⲉ :,sahidic,UD_Coptic-Scriptorium/test.conllu#shenoute_abraham-XL93-94_s0008 (CC BY 4.0),gold
Of the same:,ⲧⲟⲩ ⲁⲩⲧⲟⲩ :,sahidic,UD_Coptic-Scriptorium/test.conllu#shenoute_abraham-XL93-94_s0009 (CC BY 4.0),gold
"For this reason, let us not give up to not support each other that God may not be mad at us that we have indeed not yet continued to support each other like the Lord and his Christ and His angels that are holy, which support us since the beginning of creation and up until the day of days and also forever.",ⲉⲧⲃⲉⲡⲁⲓ ⲙⲡⲣⲧⲣⲉⲛⲁⲡⲟⲧⲁⲥⲥⲉ ⲉⲧⲙϥⲓ ϩⲁⲛⲉⲛⲉⲣⲏⲩ ϫⲉⲛⲛⲉⲡⲛⲟⲩⲧⲉ ϭⲱⲛⲧ ⲉⲣⲟⲛ ϫⲉⲙⲡⲁⲧⲛⲱⲥⲕ ⲅⲁⲣ ⲉⲛϥⲓ ϩⲁⲛⲉⲛⲉⲣⲏⲩ ⲛⲧϩⲉ ⲙⲡϫⲟⲉⲓⲥ ⲁⲩⲱ ⲡⲉϥⲭⲣⲓⲥⲧⲟⲥ ⲙⲛⲛⲉϥⲁⲅⲅⲉⲗⲟⲥ ⲉⲧⲟⲩⲁⲁⲃ ⲉⲧϥⲓ ϩⲁⲣⲟⲛ ϫⲓⲛⲧⲁⲣⲭⲏ ⲙⲡⲥⲱⲛⲧ ϣⲁϩⲣⲁⲓ ⲉⲡϩⲟⲟⲩ ⲛϩⲟⲟⲩ ⲁⲩⲱ ⲟⲛ ϣⲁⲉⲛⲉϩ ·,sahidic,UD_Coptic-Scriptorium/test.conllu#shenoute_abraham-XL93-94_s0010 (CC BY 4.0),gold
"But let us serve each other like Jesus, the one who took the form of a servant for us.",ⲁⲗⲗⲁ ⲙⲁⲣⲛⲣϩⲙϩⲁⲗ ⲛⲛⲉⲛⲉⲣⲏⲩ ⲛⲧϩⲉ ⲛⲓⲏⲥⲟⲩⲥ · ⲡⲁⲓ ⲛⲧⲁϥϫⲓ ⲛⲟⲩⲙⲟⲣⲫⲏ ⲛϩⲙϩⲁⲗ ⲉⲧⲃⲏⲏⲧⲛ ·,sahidic,UD_Coptic-Scriptorium/test.conllu#shenoute_abraham-XL93-94_s0011 (CC BY 4.0),gold
"And like Paul, the servant of Jesus.",ⲁⲩⲱ ⲛⲧϩⲉ ⲙⲡⲁⲩⲗⲟⲥ ⲡϩⲙϩⲁⲗ ⲛⲓⲏⲥⲟⲩⲥ ·,sahidic,UD_Coptic-Scriptorium/test.conllu#shenoute_abraham-XL93-94_s0012 (CC BY 4.0),gold
"And like all of the apostles and all of the prophets, the ones who became servants of the Lord, his Christ Jesus.",ⲁⲩⲱ ⲛⲧϩⲉ ⲛⲛⲁⲡⲟⲥⲧⲟⲗⲟⲥ ⲧⲏⲣⲟⲩ ⲙⲛⲛⲉⲡⲣⲟⲫⲏⲧⲏⲥ ⲧⲏⲣⲟⲩ · ⲛⲁⲓ ⲛⲧⲁⲩϣⲱⲡⲉ ⲛϩⲙϩⲁⲗ ⲙⲡϫⲟⲉⲓⲥ ⲡⲉϥⲭⲣⲓⲥⲧⲟⲥ ⲓⲏⲥⲟⲩⲥ,sahidic,UD_Coptic-Scriptorium/test.conllu#shenoute_abraham-XL93-94_s0013 (CC BY 4.0),gold
"Those according to the scripture saying 'I have sent my servants the prophets to the evil-doer early in the morning and I have sent them, and you did not listen'",ⲛⲕⲁⲧⲁⲛⲉⲅⲣⲁⲫⲏ ϫⲉⲁⲓⲧⲛⲛⲟⲟⲩ ϣⲁⲣⲱⲧⲛ ⲛⲛⲁϩⲙϩⲁⲗ ⲛⲉⲡⲣⲟⲫⲏⲧⲏⲥ ⲙⲡϫⲡⲉϩⲟⲟⲩ ⲙⲡⲛⲁⲩ ⲛϣⲱⲣⲡ ⲁⲩⲱ ⲁⲓⲧⲛⲛⲟⲟⲩⲟⲟⲩ · ⲁⲩⲱ ⲙⲡⲉⲧⲛⲥⲱⲧⲙ :,sahidic,UD_Coptic-Scriptorium/test.conllu#shenoute_abraham-XL93-94_s0014 (CC BY 4.0),gold
"The prophets and the apostles served the Lord and his Christ in a (?) to make them join two to suffer with others, and they died in the name of Jesus.",ⲛⲧⲁⲛⲉⲡⲣⲟⲫⲏⲧⲏⲥ ⲙⲛⲛⲁⲡⲟⲥⲧⲟⲗⲟⲥ ⲣϩⲙϩⲁⲗ ⲙⲡϫⲟⲉⲓⲥ ⲏ ⲡⲉϥⲭⲣⲓⲥⲧⲟⲥ ϩⲛⲟⲩⲭⲉⲓⲙⲏⲧⲓ ⲉⲧⲣⲉⲩϩⲟⲧⲡ ⲥⲛⲁⲩ ⲉϣⲡϩⲓⲥⲉ ⲙⲛϩⲉⲛⲕⲟⲟⲩⲉ · ⲁⲩⲱ ⲛⲥⲉⲙⲟⲩ ϩⲁⲡⲣⲁⲛ ⲛⲓⲏⲥⲟⲩⲥ :,sahidic,UD_Coptic-Scriptorium/test.conllu#shenoute_abraham-XL93-94_s0015 (CC BY 4.0),gold
"Because of this, after the Lord Jesus already knew that our fathers the apostles will do everything that he ordained, as he goes down through them to the heavens according to the scripture.",ⲉⲧⲃⲉⲡⲁⲓ ⲛⲧⲉⲣⲉϥϣⲣⲡⲉⲓⲙⲉ ⲛϭⲓⲡϫⲟⲉⲓⲥ ⲓⲏⲥⲟⲩⲥ ϫⲉⲛⲉⲛⲉⲓⲟⲧⲉ ⲛⲁⲡⲟⲥⲧⲟⲗⲟⲥ ⲛⲁⲉⲓⲣⲉ ⲛϩⲱⲃ ⲛⲓⲙ ⲉⲛⲧⲁϥⲟⲩⲉϩⲥⲁϩⲛⲉ ⲙⲙⲟⲟⲩ ⲉϥⲛⲁⲃⲱⲕ ⲉⲃⲟⲗ ϩⲓⲧⲟⲟⲧⲟⲩ ⲉϩⲣⲁⲓ ⲉⲙⲡⲏⲩⲉ ⲕⲁⲧⲁⲛⲉⲅⲣⲁⲫⲏ ·,sahidic,UD_Coptic-Scriptorium/test.conllu#shenoute_abraham-XL93-94_s0016 (CC BY 4.0),gold
"And also in the way that what he commanded them was completed from the beginning while he was with them, that is the Lord of glory, Jesus.",ⲁⲩⲱ ⲛⲧϩⲉ ⲟⲛ ⲛⲧⲁⲩϫⲱⲕ ⲉⲃⲟⲗ ⲛⲛⲉⲛⲧⲁϥⲟⲩⲉϩⲥⲁϩⲛⲉ ⲙⲙⲟⲟⲩ ⲛⲁⲩ ϫⲓⲛⲛϣⲟⲣⲡ ⲉϥϣⲟⲟⲡ ⲛⲙⲙⲁⲩ ⲛϭⲓⲡϫⲟⲉⲓⲥ ⲙⲡⲉⲟⲟⲩ ⲓⲏⲥⲟⲩⲥ :,sahidic,UD_Coptic-Scriptorium/test.conllu#shenoute_abraham-XL93-94_s0017 (CC BY 4.0),gold
"For this reason he told them: 'I will not call you my servants, for a servant does not know what his master does",ⲉⲧⲃⲉⲡⲁⲓ ⲡⲉϫⲁϥ ⲛⲁⲩ ϫⲉⲛϯⲛⲁⲙⲟⲩⲧⲉ ϭⲉ ⲁⲛ ⲉⲣⲱⲧⲛ ϫⲉⲛⲁϩⲙϩⲁⲗ ϫⲉⲙⲡϩⲙϩⲁⲗ ⲥⲟⲟⲩⲛ ⲁⲛ ϫⲉⲟⲩ ⲡⲉⲧⲉⲣⲉⲡⲉϥϫⲟⲉⲓⲥ ⲉⲓⲣⲉ ⲙⲙⲟϥ ·,sahidic,UD_Coptic-Scriptorium/test.conllu#shenoute_abraham-XL93-94_s0018 (CC BY 4.0),gold
"But I will call you my brothers and my friends, because all of those that I heard of my father I have made you known to them.",ⲁⲗⲗⲁ ⲉⲓⲛⲁⲙⲟⲩⲧⲉ ⲉⲣⲱⲧⲛ ϫⲉⲛⲁⲥⲛⲏⲩ ⲁⲩⲱ ⲛⲁϣⲃⲉⲉⲣ · ϫⲉⲛⲉⲛⲧⲁⲓⲥⲟⲧⲙⲟⲩ ⲧⲏⲣⲟⲩ ⲛⲧⲉⲡⲁⲉⲓⲱⲧ ⲁⲓⲧⲁⲙⲱⲧⲛ ⲉⲣⲟⲟⲩ ·,sahidic,UD_Coptic-Scriptorium/test.conllu#shenoute_abraham-XL93-94_s0019 (CC BY 4.0),gold
"'Not you', he said, 'have chosen me'.",ⲛⲧⲱⲧⲛ ⲁⲛ ⲡⲉϫⲁϥ ⲁⲧⲉⲧⲛⲥⲟⲧⲡⲧ ·,sahidic,UD_Coptic-Scriptorium/test.conllu#shenoute_abraham-XL93-94_s0020 (CC BY 4.0),gold
But I have chosen you.,ⲁⲗⲗⲁ ⲁⲛⲟⲕ ⲁⲓⲥⲉⲧⲡⲧⲏⲩⲧⲛ ·,sahidic,UD_Coptic-Scriptorium/test.conllu#shenoute_abraham-XL93-94_s0021 (CC BY 4.0),gold
And I send you like sheep among wolves,ⲁⲩⲱ ϯϫⲟⲟⲩ ⲙⲙⲱⲧⲛ ⲛⲧϩⲉ ⲛϩⲉⲛⲉⲥⲟⲟⲩ ⲛⲧⲙⲏⲧⲉ ⲛϩⲉⲛⲟⲩⲱⲛϣ :,sahidic,UD_Coptic-Scriptorium/test.conllu#shenoute_abraham-XL93-94_s0022 (CC BY 4.0),gold
Do not be afraid inside of those who will kill your body.,ⲙⲡⲣⲣϩⲟⲧⲉ ϩⲏⲧⲟⲩ ⲛⲛⲉⲧⲛⲁⲙⲟⲩⲟⲩⲧ ⲙⲡⲉⲧⲛⲥⲱⲙⲁ ·,sahidic,UD_Coptic-Scriptorium/test.conllu#shenoute_abraham-XL93-94_s0023 (CC BY 4.0),gold
If they have persecuted me they will persecute you.,ⲉϣϫⲉ ⲁⲩⲡⲱⲧ ⲛⲥⲱⲓ ⲥⲉⲛⲁⲡⲱⲧ ⲛⲥⲁⲧⲏⲩⲧⲛ ·,sahidic,UD_Coptic-Scriptorium/test.conllu#shenoute_abraham-XL93-94_s0024 (CC BY 4.0),gold
If they have kept my word they will also keep yours.,ⲉϣϫⲉ ⲁⲩϩⲁⲣⲉϩ ⲉⲡⲁϣⲁϫⲉ ⲥⲉⲛⲁϩⲁⲣⲉϩ ⲟⲛ ⲉⲡⲱⲧⲛ :,sahidic,UD_Coptic-Scriptorium/test.conllu#shenoute_abraham-XL93-94_s0025 (CC BY 4.0),gold
If they called ...,ⲉϣϫⲉ ⲁⲩⲙⲟⲩⲧⲉ ⲉ,sahidic,UD_Coptic-Scriptorium/test.conllu#shenoute_abraham-XL93-94_s0026 (CC BY 4.0),gold
Letter of Shenoute,⳾ ⲥⲉⲛⲟⲩⲑⲓⲟⲩ ⲉⲡⲓⲥⲧⲟⲗⲏ : ⳾,sahidic,UD_Coptic-Scriptorium/test.conllu#shenoute_abraham-YA518-520_s0001 (CC BY 4.0),gold
Abraham our father wished to have children with Sarah.,ⲁⲃⲣⲁϩⲁⲙ ⲡⲉⲛⲉⲓⲱⲧ ⲛⲉϥⲟⲩⲱϣ ⲡⲉ ⲉⲧⲣⲉϩⲉⲛϣⲏⲣⲉϣⲱⲡⲉ ⲛⲁϥ ⲉⲃⲟⲗ ϩⲛⲥⲁⲣⲣⲁ ·,sahidic,UD_Coptic-Scriptorium/test.conllu#shenoute_abraham-YA518-520_s0002 (CC BY 4.0),gold
And Sarah wished to have children with Abraham.,ⲁⲩⲱ ⲥⲁⲣⲣⲁ ⲛⲉⲥⲟⲩⲱϣ ⲡⲉ · ⲉⲧⲣⲉϩⲉⲛϣⲏⲣⲉ ϣⲱⲡⲉ ⲛⲁⲥ ⲉⲃⲟⲗ ϩⲛⲁⲃⲣⲁϩⲁⲙ ·,sahidic,UD_Coptic-Scriptorium/test.conllu#shenoute_abraham-YA518-520_s0003 (CC BY 4.0),gold
"And thus the Lord God gave a child to Abraham in his old age,",ⲁⲩⲱ ⲧⲁⲓ ⲧⲉ ⲧϩⲉ ⲛⲧⲁⲡϫⲟⲉⲓⲥ ⲡⲛⲟⲩⲧⲉ ϯ ⲛⲟⲩϣⲏⲣⲉ ⲛⲁⲃⲣⲁϩⲁⲙ ϩⲛⲧⲉϥⲙⲛⲧϩⲗⲗⲟ ·,sahidic,UD_Coptic-Scriptorium/test.conllu#shenoute_abraham-YA518-520_s0004 (CC BY 4.0),gold
begetting Isaac with Sarah in her old age.,ⲉⲁϥϫⲡⲟ ⲛⲓⲥⲁⲁⲕ ⲉⲃⲟⲗ ϩⲛⲥⲁⲣⲣⲁ ϩⲛⲧⲉⲥⲙⲛⲧϩⲗⲗⲱ ·,sahidic,UD_Coptic-Scriptorium/test.conllu#shenoute_abraham-YA518-520_s0005 (CC BY 4.0),gold
"They had him, their child beloved like a myriad of children, being one . . .",ⲁϥϣⲱⲡⲉ ⲛⲁⲩ ⲛⲟⲩϣⲏⲣⲉ ⲙⲙⲉⲣⲓⲧ ⲛⲧϩⲉ ⲛⲟⲩⲧⲃⲁ ⲛϣⲏⲣⲉ ⲉⲟⲩⲁ ⲡⲉ ·,sahidic,UD_Coptic-Scriptorium/test.conllu#shenoute_abraham-YA518-520_s0006 (CC BY 4.0),gold
Neither . . . is . . . after his . .,ⲉⲃ[........]ⲟⲩⲇ[.......]ⲡⲉ · ⲉ[.....]ⲛⲥⲁⲡⲉϥ[.....],sahidic,UD_Coptic-Scriptorium/test.conllu#shenoute_abraham-YA518-520_s0007 (CC BY 4.0),gold
which came from his part.,ⲛⲧⲁϥⲉⲓ ⲉⲃⲟⲗ ϩⲛⲛⲉϥⲙⲉⲣⲟⲥ ·,sahidic,UD_Coptic-Scriptorium/test.conllu#shenoute_abraham-YA518-520_s0008 (CC BY 4.0),gold
And thus he gives rest to the mother who bore him,ⲉϥϯⲙⲧⲟⲛ ⲇⲉ ⲟⲛ ⲛⲧⲙⲁⲁⲩ ⲛⲧⲁⲥϫⲡⲟϥ ·,sahidic,UD_Coptic-Scriptorium/test.conllu#shenoute_abraham-YA518-520_s0009 (CC BY 4.0),gold
and in this way he inherited the inheritance of his ancestors,"ⲁⲩⲱ ⲛⲧⲉⲓϩⲉ ⲁϥⲕⲗⲏⲣⲟⲛⲟⲙⲉⲓ ⲛⲧⲉⲕⲗⲏⲣⲟⲛⲟⲙⲓⲁ ⲛⲛⲉϥⲉⲓⲟⲧⲉ ,",sahidic,UD_Coptic-Scriptorium/test.conllu#shenoute_abraham-YA518-520_s0010 (CC BY 4.0),gold
"according to that which was said to Abraham through God: 'That one who is Ishmael, he will not receive inheritance from you",ⲕⲁⲧⲁⲡⲉⲛⲧⲁⲩϫⲟⲟϥ ⲛⲁⲃⲣⲁϩⲁⲙ ⲉⲃⲟⲗ ϩⲓⲧⲙⲡⲛⲟⲩⲧⲉ ϫⲉⲡⲁⲓ ⲉⲧⲙⲙⲁⲩ ⲉⲧⲉⲓⲥⲙⲁⲏⲗ ⲡⲉ ⲛϥⲛⲁⲕⲗⲏⲣⲟⲛⲟⲙⲉⲓ ⲙⲙⲟⲕ ⲁⲛ ·,sahidic,UD_Coptic-Scriptorium/test.conllu#shenoute_abraham-YA518-520_s0011 (CC BY 4.0),gold
but I will bless him on your account and I will glorify him greatly and make him a great nation which is numerous,ⲡⲗⲏⲛ ϯⲛⲁⲥⲙⲟⲩ ⲇⲉ ⲟⲛ ⲉⲣⲟϥ ⲉⲧⲃⲏⲏⲧⲕ ⲧⲁⲁⲩⲝⲁⲛⲉ ⲙⲙⲟϥ ⲉⲙⲁⲧⲉ ⲛⲧⲁⲁⲁϥ ⲛⲟⲩⲛⲟϭ ⲛϩⲉⲑⲛⲟⲥ ⲉⲛⲁϣⲱϥ ·,sahidic,UD_Coptic-Scriptorium/test.conllu#shenoute_abraham-YA518-520_s0012 (CC BY 4.0),gold
and those who come from your [...],ⲁⲩⲱ ⲡⲉⲧⲛⲏⲩ ⲉⲃⲟⲗ ϩⲛⲛⲉⲕ · [....]ⲥ ·,sahidic,UD_Coptic-Scriptorium/test.conllu#shenoute_abraham-YA518-520_s0013 (CC BY 4.0),gold
Isaac [it is he alone who will inher]it from you.',ⲓⲥⲁⲁⲕ [...]ϥ ⲡⲉⲧⲛⲁⲕⲗⲏⲣⲟⲛⲟⲙⲉⲓ ⲙⲙⲟⲕ ·,sahidic,UD_Coptic-Scriptorium/test.conllu#shenoute_abraham-YA518-520_s0014 (CC BY 4.0),gold
"Therefore indeed she spoke boldly in the knowledge of God, namely, the mother of the child whom she had borne: 'cast out this slave with her child.",ⲉⲧⲃⲉⲡⲁⲓ ⲣⲱ ⲁⲥϫⲟⲟⲥ ϩⲛⲟⲩⲡⲁⲣⲣⲏⲥⲓⲁ ϩⲙⲡⲥⲟⲟⲩⲛ ⲙⲡⲛⲟⲩⲧⲉ ⲛϭⲓⲧⲙⲁⲁⲩ ⲙⲡϣⲏⲣⲉ ⲉⲧⲟⲓ ⲛⲧⲟⲟⲧⲥ · ϫⲉⲛⲟⲩϫⲉ ⲉⲃⲟⲗ ⲛⲧⲉⲓϩⲙϩⲁⲗ ⲙⲛⲡⲉⲥϣⲏⲣⲉ ·,sahidic,UD_Coptic-Scriptorium/test.conllu#shenoute_abraham-YA518-520_s0015 (CC BY 4.0),gold
